Sample description: REMARK 265
Sample: REMARK 265  c= 0 mg/ml  Code: 
  1.567280e-01   2.454520e-01   5.011900e-02
  1.571973e-01   2.023630e-01   4.878100e-02
  1.576667e-01   1.788940e-01   5.073130e-02
  1.581360e-01   9.163170e-02   5.021220e-02
  1.586053e-01   1.621280e-01   5.070980e-02
  1.590747e-01   2.976410e-01   4.913330e-02
  1.595440e-01   1.114420e-01   5.111480e-02
  1.600133e-01   1.069240e-01   4.979980e-02
  1.604827e-01   2.741730e-01   5.043670e-02
  1.609520e-01   1.146680e-01   4.955500e-02
  1.614213e-01   1.533300e-01   4.875540e-02
  1.618907e-01   2.056000e-01   4.960590e-02
  1.623600e-01   1.667480e-01   4.932830e-02
  1.628293e-01   1.882470e-01   5.011360e-02
  1.632987e-01   2.571890e-01   4.838320e-02
  1.637680e-01   2.068160e-01   4.946380e-02
  1.642373e-01   7.863100e-02   4.908000e-02
  1.647067e-01   8.654660e-02   4.957690e-02
  1.651760e-01   1.770150e-01   4.808520e-02
  1.656453e-01   1.748590e-01   4.884260e-02
  1.661147e-01   1.415040e-01   4.891060e-02
  1.665840e-01   1.147130e-01   4.969590e-02
  1.670533e-01   1.420180e-01   4.798750e-02
  1.675227e-01   8.703570e-02   4.810870e-02
  1.679920e-01   7.013050e-02   4.876490e-02
  1.684613e-01   1.715670e-01   4.922480e-02
  1.689307e-01   1.783910e-01   4.872220e-02
  1.694000e-01   2.490380e-01   4.775960e-02
  1.698693e-01   1.336540e-01   4.851470e-02
  1.703387e-01   1.357860e-01   4.898110e-02
  1.708080e-01   1.754660e-01   4.868430e-02
  1.712773e-01   1.652350e-01   4.712600e-02
  1.717467e-01   1.692370e-01   4.938770e-02
  1.722160e-01   1.676670e-01   4.755630e-02
  1.726853e-01   9.283030e-02   4.922070e-02
  1.731547e-01   1.954680e-01   4.672580e-02
  1.736240e-01   1.159150e-01   4.734610e-02
  1.740933e-01   1.206350e-01   4.790820e-02
  1.745626e-01   1.082500e-01   4.809510e-02
  1.750320e-01  -4.994200e-02   4.676180e-02
  1.755013e-01   1.176760e-01   4.693030e-02
  1.759706e-01   1.310470e-01   4.768260e-02
  1.764400e-01   1.102550e-01   4.736940e-02
  1.769093e-01   7.825430e-02   4.695420e-02
  1.773786e-01   1.263440e-01   4.708590e-02
  1.778480e-01   1.242800e-01   4.729310e-02
  1.783173e-01   1.290800e-01   4.706110e-02
  1.787866e-01   5.078670e-02   4.749580e-02
  1.792560e-01   5.291790e-02   4.672470e-02
  1.797253e-01   2.909430e-02   4.739380e-02
  1.801946e-01   1.270400e-01   4.667230e-02
  1.806640e-01   4.712700e-02   4.793820e-02
  1.811333e-01   5.138670e-02   4.607340e-02
  1.816026e-01   8.918520e-02   4.629930e-02
  1.820720e-01   1.272980e-02   4.758040e-02
  1.825413e-01   4.634970e-02   4.715120e-02
  1.830106e-01   1.280710e-01   4.562410e-02
