Sample description: REMARK 265
Sample: REMARK 265  c= 0 mg/ml  Code: 
  2.491865e-01   7.100940e-02   2.902080e-02
  2.496559e-01   1.251670e-01   2.890400e-02
  2.501252e-01   1.832890e-01   2.877920e-02
  2.505945e-01   1.550420e-01   2.870400e-02
  2.510639e-01   5.629210e-02   2.880200e-02
  2.515332e-01   8.031820e-02   2.868490e-02
  2.520025e-01   9.519040e-02   2.852130e-02
  2.524719e-01   7.230300e-02   2.829360e-02
  2.529412e-01   9.480350e-02   2.890560e-02
  2.534105e-01   9.371320e-02   2.876260e-02
  2.538799e-01   8.835850e-02   2.841340e-02
  2.543492e-01   6.039930e-02   2.848570e-02
  2.548185e-01   2.637600e-02   2.851130e-02
  2.552879e-01   7.445900e-02   2.900280e-02
  2.557572e-01   1.028310e-01   2.896350e-02
  2.562265e-01   9.456010e-02   2.791410e-02
  2.566959e-01   1.549910e-01   2.838470e-02
  2.571652e-01   1.003110e-01   2.872340e-02
  2.576345e-01   1.226980e-01   2.866590e-02
  2.581039e-01   9.670940e-02   2.785530e-02
  2.585732e-01   4.830640e-02   2.810950e-02
  2.590425e-01   7.314700e-02   2.866240e-02
  2.595119e-01   7.732940e-02   2.852440e-02
  2.599812e-01   1.255000e-01   2.796830e-02
  2.604505e-01   1.332310e-01   2.811680e-02
  2.609199e-01   1.223170e-01   2.843390e-02
  2.613892e-01   9.885100e-02   2.846850e-02
  2.618585e-01   9.714910e-02   2.787650e-02
  2.623279e-01   5.251740e-02   2.810580e-02
  2.627972e-01   1.113220e-01   2.807170e-02
  2.632665e-01   1.099680e-01   2.827740e-02
  2.637359e-01   4.306640e-02   2.793970e-02
  2.642052e-01   1.246750e-01   2.800560e-02
  2.646745e-01   5.306550e-02   2.794860e-02
  2.651438e-01   1.956110e-01   2.820610e-02
  2.656132e-01   2.975310e-02   2.807080e-02
  2.660825e-01   2.059730e-02   2.748780e-02
  2.665518e-01   1.086720e-01   2.780460e-02
  2.670212e-01   7.656520e-02   2.807000e-02
  2.674905e-01   8.769030e-02   2.794890e-02
  2.679598e-01   8.607240e-02   2.739080e-02
  2.684292e-01   6.648920e-02   2.777890e-02
  2.688985e-01   3.836520e-02   2.784760e-02
  2.693678e-01   9.721040e-02   2.809310e-02
  2.698372e-01   7.480900e-02   2.730570e-02
  2.703065e-01   1.129820e-02   2.777380e-02
