Sample description: chromixs
Sample: chromixs  c= 0 mg/ml  Code: chromixs
 3.881619e-001  3.662270e-005  9.014808e-004
 3.888560e-001  5.087478e-004  8.990534e-004
 3.895501e-001  2.275768e-004  9.070340e-004
 3.902442e-001  5.809361e-005  8.944228e-004
 3.909383e-001  2.008837e-003  9.015431e-004
 3.916324e-001  7.679056e-004  8.996570e-004
 3.923264e-001 -3.892050e-004  9.049087e-004
 3.930205e-001 -7.588044e-005  9.010652e-004
 3.937146e-001  2.832233e-004  9.060540e-004
 3.944086e-001  1.832332e-004  8.961935e-004
 3.951026e-001  3.622766e-004  9.047136e-004
 3.957966e-001  4.500319e-004  9.045132e-004
 3.964906e-001  1.022999e-003  9.071105e-004
 3.971846e-001  5.887979e-004  9.039157e-004
 3.978786e-001  4.622172e-004  9.053185e-004
 3.985725e-001  3.584647e-004  9.050018e-004
 3.992665e-001  1.759971e-003  9.064940e-004
 3.999604e-001  5.831665e-004  9.082485e-004
 4.006543e-001 -1.105131e-004  9.013940e-004
 4.013482e-001  1.077938e-003  9.088868e-004
 4.020421e-001  1.744329e-004  9.011610e-004
 4.027360e-001  6.149328e-004  9.058443e-004
 4.034299e-001  8.954229e-005  9.100253e-004
 4.041238e-001  9.057171e-004  9.027036e-004
 4.048176e-001  3.610232e-004  9.025300e-004
 4.055115e-001 -1.023135e-005  9.386631e-004
 4.062053e-001  3.148696e-004  9.515202e-004
 4.068991e-001 -2.918581e-005  9.780466e-004
 4.075929e-001  3.296438e-004  9.855638e-004
 4.082867e-001  8.458005e-004  1.000445e-003
 4.089805e-001  1.387950e-004  1.016727e-003
 4.096743e-001 -4.016061e-005  1.016295e-003
 4.103680e-001 -1.228346e-004  1.028983e-003
 4.110618e-001 -4.845586e-004  1.032949e-003
 4.117555e-001  1.146577e-003  1.054060e-003
 4.124492e-001  5.853799e-004  1.065628e-003
 4.131430e-001  2.150662e-004  1.084117e-003
 4.138367e-001  8.662701e-004  1.077489e-003
 4.145303e-001  6.423762e-004  1.092731e-003
 4.152240e-001  9.285295e-004  1.101896e-003
 4.159177e-001  4.344928e-004  1.111153e-003
 4.166113e-001  4.415183e-004  1.118064e-003
 4.173050e-001  4.488252e-004  1.131515e-003
 4.179986e-001  5.677166e-005  1.145382e-003
 4.186922e-001  1.157853e-003  1.158295e-003
 4.193858e-001 -5.825704e-005  1.153946e-003
 4.200794e-001 -2.386184e-004  1.172416e-003
 4.207730e-001  4.389123e-004  1.163252e-003
 4.214666e-001 -4.026657e-004  1.196699e-003
 4.221601e-001  6.870361e-004  1.205134e-003
 4.228536e-001 -1.354886e-004  1.209534e-003
 4.235472e-001  1.666494e-004  1.223287e-003
 4.242407e-001 -5.247078e-004  1.227714e-003
 4.249342e-001  6.330342e-004  1.244390e-003
 4.256277e-001  1.213697e-003  1.254580e-003
 4.263211e-001  7.036496e-004  1.275325e-003
 4.270146e-001  1.205592e-003  1.261727e-003
 4.277081e-001  4.454188e-004  1.294837e-003
 4.284015e-001 -3.463208e-004  1.294986e-003
 4.290949e-001  1.480279e-002  1.464985e-002
 4.297883e-001 -1.653053e-004  1.319830e-003
 4.304818e-001 -4.924333e-004  1.341220e-003
 4.311751e-001 -6.293410e-006  1.339628e-003
 4.318685e-001  2.790990e-004  1.364791e-003
 4.325619e-001  7.307497e-004  1.375308e-003
 4.332552e-001  5.783230e-004  1.401133e-003
 4.339486e-001  8.412118e-004  1.399849e-003
 4.346419e-001  3.205013e-005  1.414233e-003
 4.353352e-001  3.630471e-004  1.425157e-003
 4.360285e-001  3.756241e-004  1.432790e-003
 4.367218e-001 -2.691385e-005  1.438756e-003
 4.374151e-001  2.483362e-004  1.450932e-003
 4.381083e-001  1.074630e-003  1.465960e-003
 4.388016e-001  1.238731e-003  1.457020e-003
 4.394948e-001  4.495324e-004  1.489435e-003
 4.401881e-001 -1.773857e-003  1.480920e-003
 4.408813e-001  4.581232e-004  1.525504e-003
 4.415745e-001 -8.491206e-005  1.525778e-003
 4.422676e-001  9.913445e-004  1.569258e-003
 4.429608e-001  8.979548e-004  1.566087e-003
 4.436540e-001  1.051145e-003  1.588836e-003
 4.443471e-001  1.226287e-003  1.609532e-003
 4.450403e-001  7.805381e-004  1.621907e-003
 4.457334e-001  1.623360e-004  1.634159e-003
 4.464265e-001  2.780461e-004  1.664774e-003
 4.471196e-001 -6.754629e-004  1.673951e-003
 4.478126e-001  2.948216e-004  1.688995e-003
 4.485057e-001 -6.648753e-004  1.730853e-003
 4.491988e-001 -9.641164e-004  1.729930e-003
 4.498918e-001  2.651768e-004  1.764772e-003
 4.505848e-001 -1.824974e-003  1.765296e-003
 4.512778e-001  2.288680e-004  1.821171e-003
 4.519709e-001  1.515319e-003  1.833169e-003
 4.526638e-001 -9.514276e-005  1.872433e-003
 4.533568e-001  2.711813e-003  1.873022e-003
 4.540498e-001  1.632001e-004  1.928314e-003
 4.547427e-001  1.418654e-003  1.954572e-003
 4.554357e-001 -4.194503e-004  1.961363e-003
 4.561286e-001 -5.359895e-004  2.016466e-003
 4.568215e-001 -1.383034e-003  2.011924e-003
 4.575144e-001 -2.734641e-003  2.071507e-003
 4.582073e-001 -1.137834e-004  2.083397e-003
 4.589001e-001 -8.028813e-004  2.147094e-003
 4.595930e-001  2.256503e-003  2.212632e-003
 4.602858e-001  1.018726e-003  2.261588e-003
 4.609787e-001 -1.037777e-003  2.280504e-003
 4.616715e-001  2.889125e-003  2.345600e-003
 4.623643e-001  2.640510e-003  2.381817e-003
 4.630571e-001  1.008374e-003  2.428498e-003
 4.637498e-001  8.093711e-004  2.487363e-003
 4.644426e-001 -1.392951e-003  2.542404e-003
 4.651354e-001 -2.811828e-004  2.593913e-003
 4.658281e-001 -2.086936e-003  2.659169e-003
 4.665208e-001  2.803125e-003  2.734752e-003
 4.672135e-001  9.984768e-004  2.811716e-003
 4.679062e-001  5.590133e-004  2.839285e-003
 4.685989e-001  3.124962e-004  2.975642e-003
 4.692915e-001 -1.298447e-003  2.959582e-003
 4.699842e-001 -1.479419e-003  2.971148e-003
 4.706768e-001 -9.896414e-004  3.037084e-003
 4.713695e-001 -6.628613e-004  3.118238e-003
 4.720621e-001 -4.558261e-004  3.238055e-003
 4.727547e-001 -2.553788e-004  3.245098e-003
 4.734472e-001 -6.467818e-004  3.315170e-003
 4.741398e-001 -2.091866e-003  3.345047e-003
 4.748324e-001  2.111065e-003  3.480796e-003
 4.755249e-001  7.385301e-004  3.585096e-003
 4.762174e-001  4.054721e-004  3.545783e-003
 4.769099e-001 -1.535608e-003  3.661074e-003
 4.776024e-001  3.900513e-004  3.769267e-003
 4.782949e-001  1.932437e-003  3.922582e-003
 4.789874e-001  1.883255e-003  4.010812e-003
 4.796799e-001 -9.664523e-004  4.006034e-003
 4.803723e-001  5.044535e-005  4.299337e-003
 4.810647e-001  5.133139e-003  4.453602e-003
 4.817571e-001  3.427631e-003  4.671342e-003
 4.824495e-001 -1.176289e-003  4.774255e-003
 4.831419e-001  9.713022e-004  4.869485e-003
 4.838343e-001  1.337202e-003  5.165477e-003
 4.845267e-001 -1.361351e-003  5.226349e-003
 4.852190e-001 -3.854975e-003  5.528271e-003
 4.859113e-001  3.227524e-003  5.649138e-003
 4.866036e-001 -2.457112e-003  6.370311e-003
 4.872959e-001 -8.242706e-004  7.045887e-003
 4.879882e-001  8.311061e-005  7.580759e-003
 4.886805e-001  1.778281e-003  9.920937e-003
 4.893728e-001 -1.199396e-003  1.107910e-002
 4.900650e-001  4.335591e-003  1.055414e-002
 4.907572e-001  2.075440e-003  1.669581e-002
 4.914494e-001 -1.038897e-002  2.377565e-002
range-from: 1
range-to: 701
data-frames-directory: G:/My Drive/PhD/SAXS/SAXS data processing/HPLC SAXS March 2023/Reduced images for Chromixs/301_75mgml
parent-buffer-frame-index-first: 51
parent-buffer-frame-index-last: 101
parent-buffer-frames: 3_01_75mg_13897_0001.dat 3_01_75mg_13898_0001.dat 3_01_75mg_13899_0001.dat 3_01_75mg_13900_0001.dat 3_01_75mg_13901_0001.dat 3_01_75mg_13902_0001.dat 3_01_75mg_13903_0001.dat 3_01_75mg_13904_0001.dat 3_01_75mg_13905_0001.dat 3_01_75mg_13906_0001.dat 3_01_75mg_13907_0001.dat 3_01_75mg_13908_0001.dat 3_01_75mg_13909_0001.dat 3_01_75mg_13910_0001.dat 3_01_75mg_13911_0001.dat 3_01_75mg_13912_0001.dat 3_01_75mg_13913_0001.dat 3_01_75mg_13914_0001.dat 3_01_75mg_13915_0001.dat 3_01_75mg_13916_0001.dat 3_01_75mg_13917_0001.dat 3_01_75mg_13918_0001.dat 3_01_75mg_13919_0001.dat 3_01_75mg_13920_0001.dat 3_01_75mg_13921_0001.dat 3_01_75mg_13922_0001.dat 3_01_75mg_13923_0001.dat 3_01_75mg_13924_0001.dat 3_01_75mg_13925_0001.dat 3_01_75mg_13926_0001.dat 3_01_75mg_13927_0001.dat 3_01_75mg_13928_0001.dat 3_01_75mg_13929_0001.dat 3_01_75mg_13930_0001.dat 3_01_75mg_13931_0001.dat 3_01_75mg_13932_0001.dat 3_01_75mg_13933_0001.dat 3_01_75mg_13934_0001.dat 3_01_75mg_13935_0001.dat 3_01_75mg_13936_0001.dat 3_01_75mg_13937_0001.dat 3_01_75mg_13938_0001.dat 3_01_75mg_13939_0001.dat 3_01_75mg_13940_0001.dat 3_01_75mg_13941_0001.dat 3_01_75mg_13942_0001.dat 3_01_75mg_13943_0001.dat 3_01_75mg_13944_0001.dat 3_01_75mg_13945_0001.dat 3_01_75mg_13946_0001.dat 3_01_75mg_13947_0001.dat
parent-sample-frame-index-first: 274
parent-sample-frame-index-last: 291
parent-sample-frames: 3_01_75mg_14120_0001.dat 3_01_75mg_14121_0001.dat 3_01_75mg_14122_0001.dat 3_01_75mg_14123_0001.dat 3_01_75mg_14124_0001.dat 3_01_75mg_14125_0001.dat 3_01_75mg_14126_0001.dat 3_01_75mg_14127_0001.dat 3_01_75mg_14128_0001.dat 3_01_75mg_14129_0001.dat 3_01_75mg_14130_0001.dat 3_01_75mg_14131_0001.dat 3_01_75mg_14132_0001.dat 3_01_75mg_14133_0001.dat 3_01_75mg_14134_0001.dat 3_01_75mg_14135_0001.dat 3_01_75mg_14136_0001.dat 3_01_75mg_14137_0001.dat
