# Diamond Light Source Ltd.
# Non Crystalline Diffraction Results Export File
# Data extracted from file: /dls/b21/data/2014/sm9384-1/processing/results_b21-7734_detector_070314_132234.nxs
# Dataset name: /entry1/detector_processing/Average/data
# Title: Sample: HSP18.1 (Location   I A  2)
# Scan command: static readout
# q(1/A)      	Column      	Error       	
0.15446979  	1.0484508e-11	2.5021204e-13
0.15474458  	1.0198497e-11	2.4914665e-13
0.15501939  	1.0544581e-11	2.4989177e-13
0.15529418  	1.0136703e-11	2.4911125e-13
0.15556899  	1.0358403e-11	2.4885646e-13
0.15584378  	1.0090600e-11	2.4767056e-13
0.15611857  	9.8785858e-12	2.4782609e-13
0.15639338  	9.7021358e-12	2.4773017e-13
0.15666817  	9.6419678e-12	2.4766539e-13
0.15694298  	1.0014471e-11	2.4681209e-13
0.15721777  	1.0052145e-11	2.4698952e-13
0.15749258  	9.8991856e-12	2.4610584e-13
0.15776737  	1.0034335e-11	2.4609682e-13
0.15804218  	9.4153149e-12	2.4540276e-13
0.15831697  	9.4805396e-12	2.4555241e-13
0.15859176  	9.3975331e-12	2.4504468e-13
0.15886657  	9.4208391e-12	2.4482518e-13
0.15914136  	9.5332249e-12	2.4482120e-13
0.15941617  	9.3971783e-12	2.4438310e-13
0.15969096  	9.8224666e-12	2.4479830e-13
0.15996577  	9.1234997e-12	2.4319156e-13
0.16024056  	9.1783985e-12	2.4323702e-13
0.16051537  	8.9862440e-12	2.4257213e-13
0.16079016  	9.0321778e-12	2.4302470e-13
0.16106497  	9.4663600e-12	2.4231341e-13
0.16133976  	9.2966416e-12	2.4301522e-13
0.16161455  	9.4257917e-12	2.4271454e-13
0.16188936  	9.9484049e-12	2.4772106e-13
0.16216415  	8.9251011e-12	2.4989304e-13
0.16243896  	8.7849858e-12	2.5210601e-13
0.16271375  	8.8006729e-12	2.5408251e-13
0.16298856  	8.9698153e-12	2.5640804e-13
0.16326335  	8.8680521e-12	2.5804481e-13
0.16353816  	9.1781730e-12	2.5906336e-13
0.16381295  	8.8021526e-12	2.6019662e-13
0.16408776  	9.3863780e-12	2.6210352e-13
0.16436255  	8.8275698e-12	2.6282893e-13
0.16463734  	8.3814240e-12	2.6283581e-13
0.16491215  	8.3175142e-12	2.6405069e-13
0.16518694  	8.5233027e-12	2.6521306e-13
0.16546175  	8.9884940e-12	2.6706485e-13
0.16573654  	8.6751231e-12	2.6834107e-13
0.16601135  	8.9159739e-12	2.6862808e-13
0.16628614  	8.6030107e-12	2.6989744e-13
0.16656095  	8.8882591e-12	2.6594921e-13
0.16683574  	8.8165742e-12	2.6119281e-13
0.16711055  	8.6133921e-12	2.5883321e-13
0.16738534  	8.5304975e-12	2.5750533e-13
0.16766013  	8.8351514e-12	2.5663643e-13
0.16793494  	8.7293332e-12	2.5453139e-13
0.16820973  	8.2526130e-12	2.5239880e-13
0.16848454  	8.2394534e-12	2.5162899e-13
0.16875933  	8.5351145e-12	2.5088094e-13
0.16903414  	8.8802845e-12	2.5029032e-13
0.16930893  	8.3240515e-12	2.4944665e-13
0.16958374  	8.6474768e-12	2.4945687e-13
0.16985853  	9.1252136e-12	2.4873530e-13
0.17013332  	8.3497410e-12	2.4700852e-13
0.17040813  	8.5675538e-12	2.4753680e-13
0.17068292  	8.6620077e-12	2.4720720e-13
0.17095773  	8.4653170e-12	2.4609665e-13
0.17123252  	7.9766697e-12	2.4493043e-13
0.17150733  	8.6498699e-12	2.4522531e-13
0.17178212  	8.3918844e-12	2.4458823e-13
0.17205693  	8.9449871e-12	2.4507642e-13
0.17233172  	8.2142982e-12	2.4391931e-13
0.17260653  	8.7781856e-12	2.4411742e-13
0.17288132  	8.3596593e-12	2.4289322e-13
0.17315611  	8.6351724e-12	2.4278629e-13
0.17343092  	8.1290998e-12	2.4254489e-13
0.17370571  	8.8809715e-12	2.4204851e-13
0.17398052  	8.7925084e-12	2.4117660e-13
0.17425531  	8.6066484e-12	2.3985872e-13
0.17453012  	8.1771733e-12	2.4007215e-13
0.17480491  	8.6880373e-12	2.3984981e-13
0.17507972  	8.7081228e-12	2.3917901e-13
0.17535451  	8.9596438e-12	2.3982216e-13
0.17562932  	8.6802293e-12	2.3844270e-13
0.17590411  	8.4481467e-12	2.3799102e-13
0.17617890  	8.2419358e-12	2.3746562e-13
0.17645371  	8.6120460e-12	2.3846634e-13
0.17672850  	8.3202143e-12	2.3748939e-13
0.17700331  	8.3078232e-12	2.3638911e-13
0.17727810  	8.3636396e-12	2.3632688e-13
0.17755291  	8.3610271e-12	2.3517535e-13
0.17782770  	7.8735620e-12	2.3491669e-13
0.17810251  	7.9958245e-12	2.3491961e-13
0.17837730  	8.3289894e-12	2.3513336e-13
0.17865211  	8.8819412e-12	2.3535468e-13
0.17892690  	8.1916817e-12	2.3495531e-13
0.17920169  	8.1958407e-12	2.3432672e-13
0.17947650  	8.4088014e-12	2.3445858e-13
0.17975129  	8.1989537e-12	2.3335725e-13
0.18002610  	7.8756775e-12	2.3316201e-13
0.18030089  	7.9146941e-12	2.3262406e-13
0.18057570  	8.3821465e-12	2.3324468e-13
0.18085049  	8.3535488e-12	2.3293130e-13
0.18112530  	8.4895120e-12	2.3223139e-13
0.18140009  	8.0187159e-12	2.3122265e-13
0.18167488  	8.1045570e-12	2.3250930e-13
0.18194969  	8.2765149e-12	2.3297957e-13
0.18222448  	8.0155847e-12	2.3190106e-13
0.18249929  	7.2663910e-12	2.3098949e-13
0.18277408  	7.9252811e-12	2.3113255e-13
0.18304889  	8.0293393e-12	2.3104936e-13
0.18332368  	7.5419879e-12	2.2997961e-13
0.18359849  	7.8235482e-12	2.3000856e-13
0.18387328  	8.0758438e-12	2.2991158e-13
0.18414809  	7.9704750e-12	2.3007383e-13
0.18442288  	7.4609676e-12	2.2887966e-13
0.18469767  	7.2084474e-12	2.2865458e-13
0.18497248  	7.3803099e-12	2.2871085e-13
0.18524727  	7.3169543e-12	2.2836922e-13
0.18552208  	7.6596455e-12	2.2862316e-13
0.18579687  	7.4975234e-12	2.2775588e-13
0.18607168  	7.4432795e-12	2.2735598e-13
0.18634647  	7.1522558e-12	2.2695168e-13
0.18662128  	7.3616131e-12	2.2708097e-13
0.18689607  	7.6593324e-12	2.2744651e-13
0.18717088  	7.5202180e-12	2.2717673e-13
0.18744567  	7.2555256e-12	2.2563795e-13
0.18772046  	6.4989494e-12	2.2537012e-13
0.18799527  	6.9741023e-12	2.2519641e-13
0.18827006  	6.9212765e-12	2.2561357e-13
0.18854487  	6.5786205e-12	2.2473904e-13
0.18881966  	6.7606684e-12	2.2455826e-13
0.18909447  	6.5527089e-12	2.2454515e-13
0.18936926  	6.9203024e-12	2.2450184e-13
0.18964407  	6.2614310e-12	2.2405104e-13
0.18991886  	6.8921370e-12	2.2383565e-13
0.19019367  	6.6174757e-12	2.2339011e-13
0.19046846  	6.7202754e-12	2.2343786e-13
0.19074325  	6.1037026e-12	2.2220622e-13
0.19101806  	6.2518883e-12	2.2231261e-13
0.19129285  	6.3550207e-12	2.2191870e-13
0.19156766  	6.5844582e-12	2.2192204e-13
0.19184245  	6.3680615e-12	2.2185133e-13
0.19211726  	6.4896075e-12	2.2139148e-13
0.19239205  	7.0230054e-12	2.2141727e-13
0.19266686  	6.6466819e-12	2.2092704e-13
0.19294165  	7.1131759e-12	2.2115548e-13
0.19321646  	6.2292185e-12	2.2053194e-13
0.19349125  	6.1461921e-12	2.1977636e-13
0.19376604  	6.6436843e-12	2.2050169e-13
0.19404085  	6.1592515e-12	2.1964246e-13
0.19431564  	5.8462809e-12	2.1886719e-13
0.19459045  	6.3107119e-12	2.1980508e-13
0.19486524  	5.8903598e-12	2.1859123e-13
0.19514005  	5.8037230e-12	2.1881370e-13
0.19541484  	5.4636196e-12	2.1857307e-13
0.19568965  	5.3980765e-12	2.1732616e-13
0.19596444  	5.9208164e-12	2.1748525e-13
0.19623923  	5.8965476e-12	2.1786616e-13
0.19651404  	5.5924098e-12	2.1707983e-13
0.19678883  	6.1055046e-12	2.1825246e-13
0.19706364  	5.4445502e-12	2.1677366e-13
0.19733843  	5.1700827e-12	2.1593682e-13
0.19761324  	5.4660807e-12	2.1658740e-13
0.19788803  	6.0750094e-12	2.1644806e-13
0.19816284  	5.1434208e-12	2.1577175e-13
0.19843763  	4.6214460e-12	2.1462849e-13
0.19871244  	5.3210708e-12	2.1560523e-13
0.19898723  	5.6974868e-12	2.1578053e-13
0.19926202  	5.2746605e-12	2.1501111e-13
0.19953683  	5.8051337e-12	2.1510446e-13
0.19981162  	5.4391569e-12	2.1443424e-13
0.20008643  	5.3109830e-12	2.1436539e-13
0.20036122  	5.5909075e-12	2.1454301e-13
0.20063603  	4.9070197e-12	2.1318806e-13
0.20091082  	4.9618144e-12	2.1352779e-13
0.20118563  	5.0151897e-12	2.1299753e-13
0.20146042  	5.3690498e-12	2.1297314e-13
0.20173523  	5.1006087e-12	2.1313485e-13
0.20201002  	5.1043943e-12	2.1276850e-13
0.20228481  	5.3155202e-12	2.1255465e-13
0.20255962  	5.0618927e-12	2.1215047e-13
0.20283441  	4.6884384e-12	2.1141400e-13
0.20310922  	4.7429612e-12	2.1128700e-13
0.20338401  	4.8577570e-12	2.1211303e-13
0.20365882  	4.8915789e-12	2.1125818e-13
0.20393361  	4.6466351e-12	2.1070026e-13
0.20420842  	4.1163761e-12	2.0978668e-13
0.20448321  	4.7094199e-12	2.1034575e-13
0.20475802  	4.8604736e-12	2.1067254e-13
0.20503281  	4.7704093e-12	2.1010018e-13
0.20530760  	4.5446680e-12	2.0957250e-13
0.20558241  	5.1136803e-12	2.0968551e-13
0.20585720  	4.4408669e-12	2.0896205e-13
0.20613201  	4.5825353e-12	2.0965886e-13
0.20640680  	4.5206122e-12	2.0884652e-13
0.20668161  	4.6675255e-12	2.0846264e-13
0.20695640  	4.4853921e-12	2.0861610e-13
0.20723121  	4.3927219e-12	2.0868465e-13
0.20750600  	4.6899247e-12	2.0825419e-13
0.20778079  	3.9248539e-12	2.0747726e-13
0.20805560  	4.1234676e-12	2.0729284e-13
0.20833039  	4.2171856e-12	2.0709153e-13
0.20860520  	4.4356823e-12	2.0801801e-13
0.20887999  	4.3282283e-12	2.0694979e-13
0.20915480  	4.6549696e-12	2.0713514e-13
0.20942959  	3.5771575e-12	2.0548415e-13
0.20970440  	4.0390729e-12	2.0636555e-13
0.20997919  	3.7483623e-12	2.0554003e-13
0.21025400  	4.3414538e-12	2.0576862e-13
0.21052879  	4.3442003e-12	2.0586106e-13
0.21080358  	3.9915055e-12	2.0500717e-13
0.21107839  	4.3759926e-12	2.0513251e-13
0.21135318  	3.8146261e-12	2.0440931e-13
0.21162799  	3.8352125e-12	2.0476627e-13
0.21190278  	4.1437838e-12	2.0442841e-13
0.21217759  	4.5151665e-12	2.0441237e-13
0.21245238  	4.2993777e-12	2.0442113e-13
0.21272719  	4.3830972e-12	2.0421043e-13
0.21300198  	3.9445300e-12	2.0331817e-13
0.21327679  	3.9390457e-12	2.0341828e-13
0.21355158  	3.3965901e-12	2.0274255e-13
0.21382637  	3.4716084e-12	2.0251175e-13
0.21410118  	3.4297151e-12	2.0228472e-13
0.21437597  	3.8867191e-12	2.0240287e-13
0.21465078  	4.2325709e-12	2.0222734e-13
0.21492557  	3.7254982e-12	2.0181098e-13
0.21520038  	3.6815906e-12	2.0147335e-13
0.21547517  	3.7634015e-12	2.0123334e-13
0.21574998  	3.4012142e-12	2.0071069e-13
0.21602477  	4.2128493e-12	2.0151377e-13
0.21629958  	3.8125744e-12	2.0088838e-13
0.21657437  	3.2202518e-12	2.0019823e-13
0.21684916  	3.5222580e-12	2.0066911e-13
0.21712397  	3.7509058e-12	2.0076636e-13
0.21739876  	3.8210515e-12	2.0015307e-13
0.21767357  	3.7022260e-12	2.0015481e-13
0.21794836  	3.5783750e-12	1.9979396e-13
0.21822317  	3.4030159e-12	1.9945546e-13
0.21849796  	3.6566696e-12	1.9928900e-13
0.21877277  	4.1188142e-12	1.9891298e-13
0.21904756  	3.5702407e-12	1.9909427e-13
0.21932235  	3.4590089e-12	1.9875357e-13
0.21959716  	3.2478020e-12	1.9882036e-13
0.21987195  	3.6437194e-12	1.9914874e-13
0.22014676  	3.5740356e-12	2.0165655e-13
0.22042155  	3.3193893e-12	2.0416618e-13
0.22069636  	3.6082970e-12	2.0619179e-13
0.22097115  	3.2130052e-12	2.0749209e-13
0.22124596  	3.1206032e-12	2.0793114e-13
0.22152075  	3.7576804e-12	2.0985899e-13
0.22179556  	3.4085803e-12	2.1034488e-13
0.22207035  	3.7045532e-12	2.1130123e-13
0.22234514  	3.5405351e-12	2.1193759e-13
0.22261995  	3.2663457e-12	2.1326226e-13
0.22289474  	3.5543242e-12	2.1454403e-13
0.22316955  	3.8323598e-12	2.1518185e-13
0.22344434  	3.8667676e-12	2.1562271e-13
0.22371915  	3.2645971e-12	2.1602413e-13
0.22399394  	2.9945571e-12	2.1633860e-13
0.22426875  	3.3266911e-12	2.1744942e-13
0.22454354  	3.2582509e-12	2.1791791e-13
0.22481835  	3.5618327e-12	2.1621108e-13
0.22509314  	3.1784653e-12	2.1284409e-13
0.22536793  	2.5484673e-12	2.1032026e-13
0.22564274  	3.0947079e-12	2.1006615e-13
0.22591753  	3.8219974e-12	2.0903780e-13
0.22619234  	3.7052865e-12	2.0808112e-13
0.22646713  	3.2612333e-12	2.0736013e-13
0.22674194  	3.3139680e-12	2.0650094e-13
0.22701673  	3.2171793e-12	2.0536616e-13
0.22729154  	3.5304426e-12	2.0529239e-13
0.22756633  	3.4609156e-12	2.0469049e-13
0.22784114  	3.2360174e-12	2.0430043e-13
0.22811593  	3.9215124e-12	2.0439392e-13
0.22839072  	3.2652761e-12	2.0384073e-13
0.22866553  	3.2477814e-12	2.0304163e-13
0.22894032  	3.3751732e-12	2.0297548e-13
0.22921513  	3.4077975e-12	2.0263066e-13
0.22948992  	3.5508345e-12	2.0271363e-13
0.22976473  	3.2409847e-12	2.0190415e-13
0.23003952  	3.2285409e-12	2.0148918e-13
0.23031433  	3.6525084e-12	2.0174838e-13
0.23058912  	3.0819618e-12	2.0102298e-13
0.23086391  	3.4384971e-12	2.0145269e-13
0.23113872  	3.5533570e-12	2.0140846e-13
0.23141351  	3.3504388e-12	2.0088049e-13
0.23168832  	3.3750088e-12	2.0064958e-13
0.23196311  	3.8275130e-12	2.0053348e-13
0.23223792  	3.4629639e-12	1.9943673e-13
0.23251271  	3.6621695e-12	2.0000569e-13
0.23278752  	3.2452381e-12	1.9927324e-13
0.23306231  	3.8912779e-12	1.9972884e-13
0.23333712  	3.8418236e-12	1.9998779e-13
0.23361191  	3.7225592e-12	2.0019686e-13
0.23388670  	3.4762573e-12	2.0010267e-13
0.23416151  	3.6645617e-12	1.9933793e-13
0.23443630  	3.9141459e-12	1.9969909e-13
0.23471111  	3.8093821e-12	1.9957769e-13
0.23498590  	3.1191284e-12	1.9933023e-13
0.23526071  	3.2314650e-12	1.9981824e-13
0.23553550  	3.8418197e-12	2.0000649e-13
0.23581031  	3.7041173e-12	1.9968215e-13
0.23608510  	3.7407573e-12	2.0024110e-13
0.23635991  	3.7413445e-12	1.9983691e-13
0.23663470  	3.4775989e-12	2.0066351e-13
0.23690949  	3.5280661e-12	2.0050574e-13
0.23718430  	3.3228164e-12	2.0004814e-13
0.23745909  	3.6250365e-12	2.0043406e-13
0.23773390  	3.8436871e-12	2.0044419e-13
0.23800869  	4.3645604e-12	2.0034873e-13
0.23828350  	3.2210799e-12	2.0041079e-13
0.23855829  	3.9065062e-12	2.0129960e-13
0.23883310  	3.8256061e-12	2.0027888e-13
0.23910789  	3.9934826e-12	2.0094668e-13
0.23938270  	3.6897178e-12	2.0068083e-13
0.23965749  	3.8663031e-12	2.0076165e-13
0.23993228  	3.4757364e-12	2.0003110e-13
0.24020709  	3.3705014e-12	2.0030185e-13
0.24048188  	3.8017926e-12	2.0012533e-13
0.24075669  	3.9065123e-12	2.0045580e-13
0.24103148  	3.3408636e-12	2.0056736e-13
0.24130629  	3.6098960e-12	2.0073854e-13
0.24158108  	3.4655254e-12	2.0104380e-13
0.24185589  	3.1456775e-12	2.0044283e-13
0.24213068  	3.2408837e-12	2.0076489e-13
0.24240547  	3.7996984e-12	2.0092059e-13
0.24268028  	3.5314223e-12	2.0093408e-13
0.24295507  	3.3235879e-12	2.0049972e-13
0.24322988  	3.7597113e-12	2.0054198e-13
0.24350467  	3.6777248e-12	2.0116496e-13
0.24377948  	3.9428959e-12	2.0126199e-13
0.24405427  	3.8826451e-12	2.0120849e-13
0.24432908  	3.7648712e-12	2.0092986e-13
0.24460387  	3.8508784e-12	2.0161500e-13
0.24487868  	3.9401095e-12	2.0164927e-13
0.24515347  	3.9647777e-12	2.0130529e-13
0.24542826  	4.0180311e-12	2.0208733e-13
0.24570307  	3.7509392e-12	2.0209477e-13
0.24597786  	3.6299026e-12	2.0102901e-13
0.24625267  	3.9907327e-12	2.0148771e-13
0.24652746  	3.6346501e-12	2.0151438e-13
0.24680227  	3.4936659e-12	2.0160524e-13
0.24707706  	3.7245532e-12	2.0163988e-13
0.24735187  	3.6826076e-12	2.0122226e-13
0.24762666  	3.6138293e-12	2.0153004e-13
0.24790147  	4.0896631e-12	2.0205041e-13
0.24817626  	3.6669231e-12	2.0150282e-13
0.24845105  	3.5457106e-12	2.0197688e-13
0.24872586  	2.8528891e-12	2.0125645e-13
0.24900065  	3.6990333e-12	2.0181042e-13
0.24927546  	3.9469487e-12	2.0134095e-13
0.24955025  	3.2115777e-12	2.0132320e-13
0.24982506  	3.5723076e-12	2.0154122e-13
0.25009987  	3.6324476e-12	2.0150556e-13
0.25037464  	4.0242293e-12	2.0181786e-13
0.25064945  	4.0124935e-12	2.0188433e-13
0.25092426  	4.1050952e-12	2.0201207e-13
0.25119904  	3.9391715e-12	2.0170149e-13
0.25147384  	3.7342902e-12	2.0189108e-13
0.25174865  	3.5833574e-12	2.0171501e-13
0.25202346  	3.6094177e-12	2.0159917e-13
0.25229824  	3.1760974e-12	2.0163896e-13
0.25257304  	3.6798711e-12	2.0209144e-13
0.25284785  	3.5990295e-12	2.0225939e-13
0.25312266  	3.9819918e-12	2.0196957e-13
0.25339743  	3.3827377e-12	2.0207821e-13
0.25367224  	4.0637541e-12	2.0237746e-13
0.25394705  	3.7871338e-12	2.0203609e-13
0.25422183  	3.2871629e-12	2.0245365e-13
0.25449663  	3.4704711e-12	2.0203105e-13
0.25477144  	3.4427116e-12	2.0215677e-13
0.25504625  	3.9362784e-12	2.0250332e-13
0.25532103  	4.2083719e-12	2.0304505e-13
0.25559583  	3.3680756e-12	2.0230651e-13
0.25587064  	3.4593244e-12	2.0236138e-13
0.25614545  	3.7551988e-12	2.0295513e-13
0.25642022  	3.8815019e-12	2.0279115e-13
0.25669503  	3.7315823e-12	2.0200402e-13
0.25696984  	3.5186619e-12	2.0247802e-13
0.25724462  	3.5568881e-12	2.0139520e-13
0.25751942  	3.5354278e-12	2.0177531e-13
0.25779423  	3.8006551e-12	2.0180601e-13
0.25806904  	4.1246043e-12	2.0216339e-13
0.25834382  	3.6776944e-12	2.0168695e-13
0.25861862  	3.9052624e-12	2.0187534e-13
0.25889343  	3.4715570e-12	2.0123814e-13
0.25916824  	3.8756259e-12	2.0159829e-13
0.25944301  	3.2481591e-12	2.0177587e-13
0.25971782  	3.5858449e-12	2.0167325e-13
0.25999263  	2.8708748e-12	2.0068294e-13
0.26026741  	3.6560828e-12	2.0174376e-13
0.26054221  	3.3164721e-12	2.0125979e-13
0.26081702  	3.7594168e-12	2.0185241e-13
0.26109183  	4.0024724e-12	2.0195263e-13
0.26136661  	3.7874591e-12	2.0153935e-13
0.26164141  	4.2098239e-12	2.0194336e-13
0.26191622  	3.5837698e-12	2.0166837e-13
0.26219103  	3.3898975e-12	2.0154662e-13
0.26246580  	3.7588968e-12	2.0180682e-13
0.26274061  	3.9708016e-12	2.0236925e-13
0.26301542  	3.4705713e-12	2.0199079e-13
0.26329020  	3.9124520e-12	2.0204717e-13
0.26356500  	3.7482556e-12	2.0129781e-13
0.26383981  	3.4748879e-12	2.0157897e-13
0.26411462  	3.2025246e-12	2.0156935e-13
0.26438940  	3.5037557e-12	2.0086686e-13
0.26466420  	3.9135826e-12	2.0152214e-13
0.26493901  	3.8765375e-12	2.0131375e-13
0.26521382  	3.3162967e-12	2.0073628e-13
0.26548859  	3.5068148e-12	2.0067833e-13
0.26576340  	3.6338007e-12	2.0045235e-13
0.26603821  	3.3963153e-12	2.0036144e-13
0.26631299  	3.7244244e-12	2.0018928e-13
0.26658779  	3.5068760e-12	2.0019544e-13
0.26686260  	4.0970660e-12	2.0118254e-13
0.26713741  	4.1164680e-12	2.0081259e-13
0.26741219  	3.0230349e-12	2.0002224e-13
0.26768699  	3.3599295e-12	2.0075737e-13
0.26796180  	3.3151231e-12	2.0076874e-13
0.26823661  	3.5191023e-12	2.0033843e-13
0.26851138  	3.7679469e-12	2.0091842e-13
0.26878619  	3.6734604e-12	2.0057141e-13
0.26906100  	3.5383536e-12	2.0042017e-13
0.26933578  	3.3697251e-12	2.0097895e-13
0.26961058  	3.4398164e-12	2.0088036e-13
0.26988539  	3.8876376e-12	2.0094671e-13
0.27016020  	3.7770238e-12	2.0109570e-13
0.27043498  	3.5368869e-12	2.0127414e-13
0.27070978  	3.8404358e-12	2.0163596e-13
0.27098459  	4.0258743e-12	2.0198138e-13
0.27125940  	3.6786082e-12	2.0111622e-13
0.27153417  	3.5488884e-12	2.0125298e-13
0.27180898  	3.5069025e-12	2.0068186e-13
0.27208379  	3.6451198e-12	2.0103492e-13
0.27235857  	3.0877312e-12	2.0052621e-13
0.27263337  	3.1457313e-12	2.0050892e-13
0.27290818  	3.6769919e-12	2.0159875e-13
0.27318299  	3.6463393e-12	2.0134017e-13
0.27345777  	3.6072712e-12	2.0160829e-13
0.27373257  	3.1735790e-12	2.0083415e-13
0.27400738  	3.3343636e-12	2.0125346e-13
0.27428216  	3.3134604e-12	2.0071660e-13
0.27455696  	3.2835969e-12	2.0058025e-13
0.27483177  	3.2677238e-12	2.0135040e-13
0.27510658  	3.3829604e-12	2.0088641e-13
0.27538136  	3.5523279e-12	2.0168101e-13
0.27565616  	3.4832122e-12	2.0131146e-13
0.27593097  	3.4657240e-12	2.0127265e-13
0.27620578  	3.1956688e-12	2.0112955e-13
0.27648056  	3.2707398e-12	2.0141209e-13
0.27675536  	3.6823856e-12	2.0194488e-13
0.27703017  	3.2368507e-12	2.0066177e-13
0.27730495  	3.3426801e-12	2.0138679e-13
0.27757975  	3.1250102e-12	2.0074964e-13
0.27785456  	3.2649031e-12	2.0158552e-13
0.27812937  	3.6347132e-12	2.0262410e-13
0.27840415  	3.3575126e-12	2.0504246e-13
0.27867895  	3.3987075e-12	2.0876780e-13
0.27895376  	3.5220271e-12	2.1137875e-13
0.27922857  	3.5666630e-12	2.1303985e-13
0.27950335  	3.3000510e-12	2.1485939e-13
0.27977815  	3.2097042e-12	2.1603028e-13
0.28005296  	4.0083882e-12	2.1802324e-13
0.28032774  	3.7452710e-12	2.1922670e-13
0.28060254  	3.2358356e-12	2.1995916e-13
0.28087735  	2.7720619e-12	2.2117082e-13
0.28115216  	3.4552172e-12	2.2288349e-13
0.28142694  	3.3611453e-12	2.2460167e-13
0.28170174  	3.4815315e-12	2.2521469e-13
0.28197655  	2.7201201e-12	2.2581097e-13
0.28225136  	3.3230244e-12	2.2807575e-13
0.28252614  	3.7032643e-12	2.2916716e-13
0.28280094  	2.9457782e-12	2.3007087e-13
0.28307575  	3.3704385e-12	2.2712840e-13
0.28335053  	3.1848929e-12	2.2371609e-13
0.28362533  	3.3649398e-12	2.2164510e-13
0.28390014  	2.7206885e-12	2.1969217e-13
0.28417495  	3.0872256e-12	2.1951241e-13
0.28444973  	3.0786571e-12	2.1784291e-13
0.28472453  	3.1371602e-12	2.1723672e-13
0.28499934  	3.4699984e-12	2.1711169e-13
0.28527415  	3.3123912e-12	2.1586450e-13
0.28554893  	3.7771492e-12	2.1628633e-13
0.28582373  	3.1038893e-12	2.1444669e-13
0.28609854  	2.9310874e-12	2.1440593e-13
0.28637332  	3.0193298e-12	2.1336615e-13
0.28664812  	3.2199499e-12	2.1398292e-13
0.28692293  	3.2221688e-12	2.1365326e-13
0.28719774  	3.4537312e-12	2.1327499e-13
0.28747252  	2.9692453e-12	2.1199367e-13
0.28774732  	2.7318746e-12	2.1156830e-13
0.28802213  	3.0202440e-12	2.1172551e-13
0.28829694  	3.2940773e-12	2.1153862e-13
0.28857172  	2.8198468e-12	2.1084488e-13
0.28884652  	3.4353794e-12	2.1143628e-13
0.28912133  	3.0954857e-12	2.1105252e-13
0.28939611  	2.7836938e-12	2.1041908e-13
0.28967091  	3.2920426e-12	2.1060742e-13
0.28994572  	3.5819208e-12	2.1124449e-13
0.29022053  	2.7950823e-12	2.1079606e-13
0.29049531  	3.0449610e-12	2.1064262e-13
0.29077011  	2.8998863e-12	2.1050517e-13
0.29104492  	3.3833119e-12	2.1113567e-13
0.29131973  	2.8883861e-12	2.0986946e-13
0.29159451  	2.4278416e-12	2.0982776e-13
0.29186931  	2.7717249e-12	2.1062049e-13
0.29214412  	3.1034702e-12	2.1105792e-13
0.29241890  	2.8759560e-12	2.1013902e-13
0.29269370  	2.7832940e-12	2.1048456e-13
0.29296851  	3.0405439e-12	2.1055048e-13
0.29324332  	3.1341119e-12	2.1107061e-13
0.29351810  	2.9822379e-12	2.1024315e-13
0.29379290  	2.9050889e-12	2.1025628e-13
0.29406771  	2.7944656e-12	2.0980335e-13
0.29434252  	3.0849138e-12	2.1047202e-13
0.29461730  	3.1258956e-12	2.1009111e-13
0.29489210  	3.2951903e-12	2.1025251e-13
0.29516691  	2.7899874e-12	2.0998245e-13
0.29544169  	3.2162389e-12	2.1082848e-13
0.29571649  	3.2325054e-12	2.1044847e-13
0.29599130  	2.8568790e-12	2.0994300e-13
0.29626611  	2.7333003e-12	2.0950911e-13
0.29654089  	2.9409897e-12	2.1008249e-13
0.29681569  	3.1660588e-12	2.0936989e-13
0.29709050  	2.7632261e-12	2.0927636e-13
0.29736528  	2.9660068e-12	2.0900486e-13
0.29764009  	2.7613153e-12	2.0891870e-13
0.29791489  	2.7886105e-12	2.0868179e-13
0.29818970  	2.9653239e-12	2.0852723e-13
0.29846448  	3.3505492e-12	2.0866925e-13
0.29873928  	2.8899793e-12	2.0755195e-13
0.29901409  	3.2228838e-12	2.0814291e-13
0.29928890  	2.5260391e-12	2.0723710e-13
0.29956368  	2.9272672e-12	2.0818011e-13
0.29983848  	3.1646515e-12	2.0750451e-13
0.30011329  	3.3658178e-12	2.0751567e-13
0.30038807  	2.9551040e-12	2.0803320e-13
0.30066288  	2.0929163e-12	2.0682579e-13
0.30093768  	2.6140310e-12	2.0699164e-13
0.30121249  	3.0666119e-12	2.0757156e-13
0.30148727  	2.8039207e-12	2.0784001e-13
0.30176207  	2.7911681e-12	2.0703926e-13
0.30203688  	2.6196131e-12	2.0735045e-13
0.30231169  	2.8458893e-12	2.0763438e-13
0.30258647  	3.1515983e-12	2.0699282e-13
0.30286127  	2.6195897e-12	2.0644112e-13
0.30313608  	2.3247298e-12	2.0656355e-13
0.30341086  	3.1217223e-12	2.0684916e-13
0.30368567  	3.1007768e-12	2.0618065e-13
0.30396047  	3.0935168e-12	2.0623562e-13
0.30423528  	3.1928355e-12	2.0625218e-13
0.30451006  	3.3344386e-12	2.0636933e-13
0.30478486  	2.7639746e-12	2.0559371e-13
0.30505967  	2.9415201e-12	2.0636182e-13
0.30533448  	3.0730308e-12	2.0556203e-13
0.30560926  	3.0422665e-12	2.0559925e-13
0.30588406  	2.9486426e-12	2.0548675e-13
0.30615887  	2.8718221e-12	2.0564461e-13
